"GSM2552104"	"GSM2552105"	"GSM2552106"	"GSM2552107"	"GSM2552108"	"GSM2552109"	"GSM2552110"	"GSM2552111"	"GSM2552112"	"GSM2552113"	"GSM2552114"	"GSM2552115"	"GSM2552116"	"GSM2552117"	"GSM2552118"	"GSM2552119"	"GSM2552120"	"GSM2552121"	"GSM2552122"	"GSM2552123"	"GSM2552124"	"GSM2552125"	"GSM2552126"	"GSM2552127"	"GSM2552128"	"GSM2552129"	"GSM2552130"	"GSM2552131"	"GSM2552132"	"GSM2552133"	"GSM2552134"	"GSM2552135"	"GSM2552136"	"GSM2552137"	"GSM2552138"	"GSM2552139"	"GSM2552140"	"GSM2552141"	"GSM2552142"
"hsa_miR_93_5p"	13.19292	12.54147	12.63092	12.94501	12.51803	12.60155	12.57268	12.61371	13.12912	12.62867	12.43777	12.27951	12.12156	12.43519	12.7047	12.14962	12.64573	12.5907	13.16837	13.06238	12.83742	12.69096	12.28464	12.69739	12.82024	12.48317	12.64067	12.75336	12.67885	12.5963	12.9431	12.74626	12.81483	12.32264	12.21878	12.93177	12.60503	13.05845	12.53886
"hsa_miR_93_3p"	8.614444	7.889011	7.754407	8.36348	7.439206	7.801896	7.802871	7.870751	8.844666	7.978247	7.749281	6.91735	6.54612	7.127379	8.165936	6.737205	7.595089	7.798009	8.253977	8.035742	8.223513	7.876152	7.181198	7.975267	7.850883	7.674344	7.856398	7.67099	7.609585	7.720346	8.605623	7.695171	8.322649	7.353233	7.362813	7.855047	7.674229	7.952517	7.349004
"hsa_miR_95_5p"	0.7885723	0.9256186	1.579965	0.740692	0.7752531	1.074963	1.191901	1.022987	1.115594	0.7942607	1.012608	1.023626	1.175121	0.7277734	1.156873	0.847644	0.9981599	0.7832723	0.9189891	0.8869287	0.8251481	0.9884036	1.212603	1.159667	0.9585074	1.012947	1.140835	0.8291018	0.9420883	0.6943717	0.8793702	1.212603	0.9986898	1.061816	0.9017296	0.8753605	1.088343	0.6409186	1.200909
"hsa_miR_95_3p"	1.075363	1.012507	0.7356009	0.5548628	1.052394	0.784359	0.84166	1.111221	0.7331515	0.8406751	0.5554367	0.9791154	0.7331515	1.112992	1.291584	0.8362005	0.8724236	0.919521	1.079261	0.6773942	0.7518949	0.8541607	0.7820692	1.282952	0.9165271	0.9756901	0.9376907	0.7516887	0.7154254	0.9042336	0.9127077	0.9142513	0.8621413	0.9516674	1.23073	0.8879398	1.117545	1.370266	0.7761865
"hsa_miR_96_5p"	0.9944088	0.949337	0.6245043	0.6151634	0.6449673	0.8703188	0.8205352	1.011543	1.139642	1.10407	0.8375092	0.9600087	0.9258916	1.198208	0.8686912	1.084418	1.102188	0.81299	0.9260221	1.201286	0.9053805	1.097973	0.7363795	1.104831	0.9311012	1.051423	0.9119624	0.8576044	0.6390179	0.702541	0.9913688	0.9754452	1.057784	0.7880125	0.6772616	1.266948	1.279688	0.6763568	0.4771893
"hsa_miR_96_3p"	0.9989555	1.334411	1.359831	1.224573	1.0197	1.438851	1.002726	1.198778	0.9813509	0.6497288	1.139542	1.314442	1.237784	1.051855	1.013242	0.9745783	1.054695	1.112181	0.8475224	0.9092319	0.9426732	0.8726969	0.8661511	0.7925079	0.8080779	0.8242877	0.9016734	0.5196579	1.179256	1.177983	0.9016734	0.7292843	0.8297963	0.9835588	0.8002186	0.6794564	1.371734	0.5490081	1.189465
"hsa_miR_98_5p"	2.132484	1.648676	2.174967	1.202059	2.486554	3.642652	3.67192	3.072502	3.850411	3.066597	3.096119	2.056196	1.248073	2.335	2.047852	2.344009	3.023029	1.876741	3.56269	3.541107	3.327461	2.389628	2.156625	4.464978	3.316678	1.969799	2.806681	4.040648	2.581557	1.906998	4.351478	3.745903	3.316778	1.504586	1.539177	2.424406	1.48426	2.447516	1.712584
"hsa_miR_98_3p"	0.735601	1.270801	0.735601	1.271272	1.163205	1.070383	1.088114	0.9690313	1.01307	0.6006396	0.5862136	0.8817579	1.072597	1.13238	1.402395	1.192705	0.9097006	0.5908816	0.878335	0.8760339	0.7712826	0.8541607	1.222995	0.9414438	1.063037	1.082239	1.037049	0.7167806	1.189466	0.7193378	1.101021	1.255688	1.024161	0.7444674	0.6342648	1.034799	1.108618	0.5524592	0.7955742
"hsa_miR_99a_5p"	3.475316	0.9627404	9.184531	2.842983	2.242261	2.031174	3.136236	7.761174	4.581529	1.06011	6.655518	1.25159	2.88538	7.186263	2.315346	7.945784	3.795262	1.851365	3.740861	3.429081	5.026276	2.848226	6.904228	3.488003	2.454393	1.514202	1.639925	2.353264	1.350073	2.14817	3.325843	4.474228	4.842882	1.966632	6.408532	2.354808	6.077167	7.334193	3.794817
"hsa_miR_99a_3p"	0.7356009	1.073244	0.9239753	0.8592664	0.7855254	0.8778976	0.7901711	0.6390381	0.5518776	1.023204	0.9667777	0.8790905	0.8230008	0.8342507	0.7611548	0.656744	0.9825855	0.9403695	0.8883128	0.5858968	0.8621466	0.6984411	0.4355876	0.8706478	0.8178836	0.9307649	1.103088	0.8038702	1.011511	0.9788442	0.6960266	0.8679086	0.9560577	0.5978552	0.5755353	1.043307	0.6894193	0.3582297	0.7761865
"hsa_miR_100_5p"	5.157548	6.124087	6.485706	5.226515	1.910731	3.491012	5.833577	6.643109	7.768535	7.084745	6.722112	2.812987	2.4169	1.485907	5.742025	5.979969	5.34289	2.909443	4.312677	6.871761	7.689085	8.437231	6.310914	4.24366	1.372573	3.687188	1.550481	5.355122	1.605256	3.882535	6.577915	2.196743	7.252032	2.562876	3.115607	4.505291	3.968027	1.849793	2.244295
"hsa_miR_100_3p"	1.031075	0.7983897	0.5356423	0.6973929	0.6313885	0.6171282	0.8487164	0.6734245	0.8319991	0.5276374	1.322836	0.9769924	0.7671966	0.6563297	1.091803	0.5999737	0.9319283	0.7565573	1.260075	0.7114393	0.8199062	0.4865284	0.9559101	0.7998719	0.6177232	0.8802237	0.8682053	0.9988728	1.15133	0.7563825	0.6784831	0.8078454	0.8319991	0.8802237	1.144867	0.7589498	0.7286727	0.9012025	0.9582399
"hsa_miR_101_5p"	1.232613	0.6829795	1.573127	2.013599	2.091194	1.496777	1.569389	1.930058	2.018083	2.223369	1.675187	1.394328	1.248073	0.9134771	1.172544	1.235323	1.366919	1.118022	1.321841	1.382672	1.329879	1.073951	1.289506	1.874144	1.480666	1.414471	1.277084	2.125733	1.796838	1.433999	2.526987	2.322856	1.83696	0.8644583	0.8225746	1.456767	1.681648	1.590255	1.280477
"hsa_miR_101_3p"	1.558386	1.106655	1.512677	1.555484	0.941882	1.248073	1.125553	2.634964	2.801882	1.567986	1.513421	1.514187	1.241736	2.529479	1.173998	1.226724	2.40109	1.555484	1.260075	2.974968	2.922971	1.01376	2.034903	1.540066	1.395794	1.342191	2.681444	1.99822	2.029142	1.124865	4.235579	1.863999	1.709248	1.004694	1.397575	0.6846015	1.218262	1.200006	3.457301
"hsa_miR_29b_1_5p"	3.63365	1.763917	2.720142	1.896461	1.829378	3.466093	3.328553	4.147886	6.050073	3.235504	2.807709	0.8904824	3.847893	1.566134	1.49797	0.6030192	4.26491	2.922995	3.588897	2.699459	3.816836	1.641188	2.458541	3.420645	2.26929	1.302567	1.821751	2.882684	1.259997	2.293047	4.495391	3.479287	4.175867	2.306428	2.490548	4.716326	3.481649	1.468561	3.971829
"hsa_miR_29b_3p"	0.9983647	1.081725	3.202905	1.853252	0.7604083	2.166588	3.431035	4.943535	2.165398	1.114555	3.291845	2.194498	2.624541	2.090107	2.863877	2.468845	5.020102	1.1927	1.507116	3.088539	4.253227	2.251972	4.207067	1.697139	1.196823	3.399329	2.153764	2.869079	1.40618	1.667546	4.869283	3.755623	2.220917	0.8791361	0.8126588	2.637965	2.359645	1.457732	5.663667
"hsa_miR_29b_2_5p"	5.500337	4.233371	4.437915	5.016912	3.973583	5.01878	5.402308	5.618695	6.646996	4.067967	5.025244	4.92576	3.776265	3.996142	5.195638	3.020994	5.104207	4.756874	5.797537	5.111627	5.604725	4.720664	3.859815	4.851912	4.437096	1.024248	5.120213	5.573558	4.78579	5.060187	6.61719	4.688144	5.822713	2.546188	1.308928	3.499533	3.883836	4.827567	4.693652
"hsa_miR_103a_2_5p"	2.437711	1.282626	1.449153	2.178845	1.681502	1.482538	1.722636	2.581557	3.731192	1.321407	1.244257	1.643553	1.689691	0.9374734	0.7884835	1.26326	2.184483	1.361482	0.6586162	3.142634	1.348021	2.030362	2.473527	1.837239	1.542106	0.8921089	2.09199	2.32752	2.321414	2.050825	3.475204	1.305593	2.00921	1.389732	0.6592951	2.200034	2.22449	1.22924	2.470446
"hsa_miR_103a_3p"	13.56432	12.94276	12.84751	13.41951	13.0376	13.10682	13.00094	13.12475	13.75816	12.7588	12.97379	12.77362	13.15424	12.55408	13.20879	12.60664	13.40351	13.19705	13.69349	13.5861	13.11946	13.2593	12.87103	12.95242	13.11199	12.72488	13.35551	13.38452	13.15746	12.99751	13.64526	13.17198	13.15677	12.46808	12.43027	13.53316	13.04292	13.38606	13.23416
"hsa_miR_105_5p"	0.7429869	0.9106399	1.253989	0.6498219	0.8828846	1.00126	0.98419	1.045049	0.7317833	0.9157143	1.26355	0.8532054	0.7317833	0.6621051	1.014857	0.7886295	0.4806535	0.919521	0.7317833	1.236852	0.8187982	0.8065897	0.77894	0.9265586	1.169795	0.3849371	0.7234433	1.007133	1.115917	1.119877	0.8205673	1.008942	1.271153	0.8859991	0.913477	0.7659777	1.194407	1.134338	0.4694058
"hsa_miR_105_3p"	1.136358	0.8361656	0.8132439	0.9291095	1.001164	0.9736026	0.595467	1.039864	1.03352	1.040878	0.9889597	0.7913528	0.6850643	0.8895682	0.9660417	0.9736026	0.863917	1.123664	0.7089128	0.9135886	1.154374	1.130529	0.8549364	0.6816105	0.6819252	0.8922395	0.7421322	0.9660632	0.7166609	0.8561464	0.6826496	0.7257131	0.9115148	1.215148	0.6261755	0.602374	0.957203	1.033076	0.7761865
"hsa_miR_106a_5p"	13.30462	13.27481	13.43542	13.17648	13.24331	13.79443	13.03902	13.19063	14.20966	13.26632	13.59047	13.31688	12.82834	13.0817	13.47972	13.3024	13.09846	13.14753	13.48849	13.52281	13.37756	13.26942	13.47699	13.23625	13.65139	13.39539	13.44821	13.40684	13.18369	13.26516	13.32328	13.36799	13.43362	12.86761	12.44735	13.5926	13.81359	13.83342	12.9545
"hsa_miR_106a_3p"	0.802133	0.5737929	0.7878163	0.6654354	0.775888	0.8800466	0.6244861	0.6308669	0.6779042	0.7265499	0.7208614	0.9729075	0.7005901	0.7716194	0.505615	0.8976891	0.6973929	0.7943054	0.8677759	0.7442291	0.818427	0.8222033	0.9657897	0.5453302	0.7761866	0.9516674	1.08202	0.5964789	0.6811739	1.08854	0.6981755	0.6976836	0.6070606	0.9728276	0.9822081	0.7574706	1.260075	1.004755	0.9567606
"hsa_miR_107"	13.18007	12.62018	12.5642	13.16097	12.69407	12.85388	12.59485	12.88889	13.22352	12.36051	12.67865	12.32626	12.7457	12.23374	12.86018	12.29464	13.16459	12.76423	13.45725	13.14144	12.95565	12.96216	12.58671	12.61205	12.86478	12.3507	13.06025	13.12735	12.86405	12.7172	13.31286	12.94112	12.85248	12.02283	12.00608	13.24126	12.72188	13.17154	12.97252
"hsa_miR_16_2_3p"	1.405586	1.015034	1.612799	1.619172	1.584895	2.992068	1.731647	1.398999	1.123664	2.129463	2.399555	0.9649733	1.679485	1.168957	1.928018	1.395895	2.146099	2.927301	2.320967	2.24165	2.096739	0.9395552	2.202707	1.639806	1.454183	2.317686	1.523422	2.077508	1.865101	1.924231	1.789131	2.381704	2.636829	1.839745	2.400208	1.845935	1.457776	1.812079	2.584208
"hsa_miR_192_5p"	5.755889	6.343891	7.444155	6.199929	5.276905	6.93104	6.792507	7.284399	7.35024	6.195639	5.675622	5.768723	6.161208	5.248866	6.596509	6.080389	6.859507	6.196062	6.774826	7.078807	6.249224	7.915637	6.25973	5.839562	5.830156	5.226526	6.611364	7.578025	5.643181	6.649028	7.178731	6.075045	6.76528	2.296592	3.154466	6.905977	6.587399	6.224205	7.694983
"hsa_miR_192_3p"	1.02472	0.9582109	1.144408	1.234863	0.8047328	0.8051002	1.533348	1.014656	1.923258	1.266948	0.8363891	0.5557113	1.45924	0.9330813	0.6236197	1.45924	1.408756	1.1655	1.081002	1.157906	0.8875792	1.040771	1.431002	1.516848	1.506431	0.7105973	1.339054	1.66293	1.043991	1.189465	1.96396	0.7231573	1.020214	0.9935036	0.7811373	0.8608044	1.03931	1.001643	1.403319
"hsa_miR_196a_5p"	0.5838654	0.7293808	1.384174	1.234863	0.815607	1.06749	0.815607	0.5810912	0.8685544	0.6600178	0.8106246	0.8047671	0.8406751	0.7277734	0.7555205	1.04864	0.8974336	0.7277734	0.8186616	1.166849	0.8844665	1.129139	0.8713035	0.87708	0.8380625	1.467631	0.7577528	1.078603	0.9343561	0.8355878	0.6263753	0.8902286	0.9504234	0.959429	0.7816823	0.9578083	1.37555	0.8960454	0.8622744
"hsa_miR_197_5p"	4.404895	3.668803	4.008199	4.366178	4.416299	3.403313	4.428154	5.015382	3.443957	4.134111	5.384004	5.041405	5.2868	5.004609	2.816235	5.950131	5.009213	5.516008	3.829445	3.753526	3.397326	3.130133	5.518069	4.505667	5.255994	5.455219	5.725894	4.773629	4.687501	3.727848	5.493511	2.782821	3.664162	5.02268	5.067942	5.040171	3.96701	5.417453	4.939471
"hsa_miR_197_3p"	8.028384	6.766869	7.087607	8.024981	7.319137	7.332575	7.488083	7.578728	8.036884	7.465324	7.300283	6.421954	5.426455	5.906983	6.977202	5.601064	6.907219	6.966935	8.399881	7.175487	7.750774	6.444856	6.648481	7.213874	6.996426	7.11119	7.661113	7.009894	6.734814	7.003276	8.603529	6.769073	7.352154	6.925997	7.188786	7.879684	6.447407	7.095639	7.624893
"hsa_miR_198"	1.390557	0.9679164	0.7453065	0.8866462	1.130074	0.8362006	0.4529746	0.987996	0.9342561	1.060677	0.8106246	0.6512923	0.6344039	0.8491188	1.165918	0.9937831	1.189465	0.9801995	1.064943	1.363198	1.306331	0.6664495	1.139039	1.237695	0.6654087	1.316792	1.091945	1.377459	2.491063	1.310811	0.972641	1.21994	1.476226	1.115885	0.7192007	1.276654	1.076899	1.804584	0.7621897
"hsa_miR_199a_5p"	3.301245	0.9582107	4.779351	2.529034	1.348595	1.248072	3.428114	5.362782	3.276534	1.499773	1.441059	1.617569	4.496251	1.274384	1.751714	6.073898	4.000585	3.116517	3.616666	1.407372	5.343631	1.320513	1.597026	1.550338	3.884192	1.069398	1.450351	3.535524	1.044813	1.592207	4.844342	3.095309	4.970096	1.137007	1.618365	4.005368	1.977968	1.155666	2.184986
"hsa_miR_199a_3p"	8.407158	8.325487	8.989029	9.291128	9.37781	9.040665	8.418449	9.060776	9.804424	8.479107	8.488167	7.614292	7.017098	7.386531	8.419064	8.057684	8.983946	8.741713	9.95998	9.221476	9.400761	8.216967	8.60119	9.051792	8.623024	8.530056	9.168737	8.638488	8.8098	8.837512	10.11744	8.505068	8.762714	7.764705	7.996371	8.205599	8.708771	8.592642	8.695484
"hsa_miR_208a_5p"	1.084987	1.192671	1.166755	1.425483	0.9843129	0.9222318	1.001398	0.6092862	0.9864494	0.762954	0.7572656	0.8901773	0.9267064	0.8074522	1.434114	0.8501229	1.190014	0.5492437	1.034294	1.005552	0.8315737	1.396256	1.744302	0.9843129	1.002558	1.432581	1.034294	0.9680991	0.8078454	1.087195	1.055238	1.125446	1.07137	1.128135	1.137516	1.20367	1.00797	0.6096119	0.5211754
"hsa_miR_208a_3p"	1.278313	1.328468	0.7615486	0.7835546	1.205598	0.6706926	1.205154	1.085929	0.9813509	0.8666228	0.8212993	1.057326	0.8647984	0.9394248	0.7941494	1.124934	0.8880403	0.919521	0.7802777	0.8529536	0.8181286	0.9552218	1.07836	1.049548	1.171523	1.718133	1.210746	1.132975	1.051553	1.077931	0.6679969	1.07836	1.0118	0.9516674	0.8058057	0.6246005	1.286023	0.5326234	1.033974
"hsa_miR_129_5p"	1.338139	1.133541	0.7356009	1.425483	2.235209	1.394814	1.435336	0.7463112	1.481118	1.201515	1.142031	0.9546846	2.512954	1.088614	1.153219	2.753056	1.483561	0.919521	1.21636	1.280361	1.456035	1.31506	1.135958	2.277427	0.8461745	0.7051198	1.108105	1.307541	2.259974	1.179762	1.305787	0.8962656	1.108117	1.321412	1.197748	2.138376	1.438674	1.569751	1.251069
"hsa_miR_129_1_3p"	1.54149	1.19923	2.005773	1.00293	1.66293	1.159963	1.233758	0.9621894	1.127515	1.266948	1.134653	0.7137098	1.047441	1.231406	1.259109	0.7751582	1.142961	1.368045	1.055238	1.037935	0.6431452	0.9403986	1.084923	1.273509	1.094756	0.9105256	0.9124413	1.112674	0.8940833	0.8261588	1.030377	0.8967917	1.134938	1.410592	1.492908	1.266948	1.083462	0.9462404	1.361482
"hsa_miR_148a_5p"	0.8603117	0.7866985	1.049207	1.426087	0.7095324	1.054393	0.7834248	0.8612977	0.9015636	0.942565	1.212383	0.6229547	1.364004	0.8437048	0.6182749	0.6422037	0.9569248	1.144083	1.148246	1.204207	0.8678263	0.9700921	1.015189	0.9271115	0.9964432	0.940219	0.8882422	0.7904007	0.942565	1.588272	0.932382	1.158451	0.7549493	1.064667	0.9603261	0.9569248	1.031715	1.068672	1.366295
"hsa_miR_148a_3p"	1.369664	1.602143	2.883404	2.127913	2.657774	1.366775	1.328149	3.229471	2.891477	2.07407	2.064459	1.495562	3.214032	1.392855	1.229406	1.340501	2.492215	2.200065	2.641401	2.154936	3.569793	0.8541607	2.207379	1.425483	2.659268	0.8775305	1.993072	5.396064	1.913016	1.610522	1.936521	1.28479	2.231121	1.517464	0.9496143	6.363763	3.836063	3.226686	7.391076
"hsa_miR_30c_5p"	10.60818	10.33257	11.00869	11.08332	10.36391	10.71623	9.977862	10.89725	11.0588	10.71019	9.810951	9.735762	9.092951	9.540964	10.23824	9.520073	10.3366	10.40578	11.04825	11.00088	11.04903	10.31906	10.24145	10.6525	10.55673	10.22478	10.8423	10.70576	10.65173	10.29463	11.65161	10.48714	10.95786	9.842254	9.782309	10.72101	10.25164	10.53337	11.06039
"hsa_miR_30c_2_3p"	0.8743849	1.010003	1.14752	1.090604	0.8432119	1.120623	0.8078455	0.8869728	1.643612	1.5525	0.6543294	0.7655022	0.8924675	0.9652694	1.016717	1.491494	0.6973929	0.6032028	1.090604	1.017871	1.068764	0.905953	0.95105	0.9568266	1.864631	1.128664	0.9963078	1.106207	1.076244	1.03653	0.9306672	0.942021	0.8509279	1.16298	1.149811	1.266948	0.9404007	1.004755	0.8289137
"hsa_miR_30d_5p"	9.742144	9.257849	9.718012	9.264449	9.617431	9.845074	8.936078	9.887071	10.11914	9.538741	9.354234	9.511341	9.062689	9.533139	9.282307	8.494617	9.443457	9.979983	9.270092	10.01582	9.993417	9.376135	10.08015	9.459124	9.565579	9.174335	9.324547	9.94833	9.63086	9.68541	10.87656	9.124752	10.1485	8.166488	7.760009	8.858745	8.722181	9.250041	9.892447
"hsa_miR_30d_3p"	1.097832	0.9422371	0.8258619	1.159696	0.9824396	0.9830007	1.083066	0.6135159	0.9653772	1.094786	0.9851904	0.6627368	0.7556204	0.9818841	1.189465	1.040878	0.9627934	0.7117996	0.9454921	0.919521	1.008423	1.182818	0.8266497	0.9067218	1.170638	0.7137098	0.4442954	0.9872966	0.7992964	1.173492	1.761806	0.6973929	1.077254	0.9356936	0.8805587	0.4922835	1.350336	0.8192772	0.8806449
"hsa_miR_139_5p"	4.900969	2.828621	3.423079	3.930729	1.66293	1.486987	1.942443	3.473448	5.639212	1.097499	1.952077	5.656173	5.2307	0.9998624	6.630663	5.464017	4.367239	1.841779	4.079298	2.359645	6.109848	1.07836	4.00842	4.973351	4.975021	5.344371	5.507424	3.646384	7.755971	4.432763	3.886127	6.031672	5.71532	1.387695	1.476267	2.545177	1.756349	6.245001	2.50128
"hsa_miR_139_3p"	2.460867	2.350976	1.4743	1.529649	1.164263	1.386527	1.31097	2.064555	2.868161	1.718604	1.105986	2.03377	1.1084	1.203934	1.948479	1.981042	0.7753175	1.57532	2.816901	2.447966	2.243855	1.241459	1.637589	2.463455	2.022245	1.275944	1.533895	1.618363	3.054908	1.82297	1.773918	2.523522	2.53091	1.283636	2.174571	3.335379	1.711732	3.404477	1.785663
"hsa_miR_147a"	0.8474894	1.362834	0.8969682	0.7457765	0.7527326	0.5669898	0.7808382	0.5232549	0.8256317	0.8406751	0.7836174	1.19336	1.152766	0.7823128	1.162458	0.8362005	0.7577071	0.9798352	1.320389	1.133856	1.150835	0.7264401	0.7007661	1.085739	0.8458825	1.494429	1.046798	1.057337	0.7010353	0.8278262	0.5828772	0.9599246	0.8078454	0.9381638	1.235755	0.8504134	1.063396	0.7264401	0.5301276
"hsa_miR_7_5p"	1.136588	1.315475	0.9633831	0.858418	1.177189	1.250835	2.36039	1.440336	3.417793	1.078303	1.068964	1.128344	1.438393	1.358573	1.254367	1.621121	1.189465	1.081855	1.67471	2.458217	1.941021	1.83256	1.313892	2.115044	1.68315	0.9411557	1.25935	2.046439	1.6041	1.391949	1.286485	1.680827	1.667175	1.483182	0.8232634	2.434137	1.442451	1.42304	2.229191
"hsa_miR_7_1_3p"	2.126108	3.183514	2.930456	2.937079	3.245639	2.876886	2.897738	2.710638	4.970999	1.671364	1.1076	1.753617	2.355224	1.699946	3.040162	1.542965	2.239003	2.607558	4.293504	4.995646	3.926198	1.485189	1.203584	3.717145	3.599875	3.279455	3.581542	4.557256	3.720243	2.291512	4.785299	1.991175	3.693461	0.8485843	0.946007	1.301724	1.951772	1.961091	4.751572
"hsa_miR_7_2_3p"	0.797889	1.292152	0.8342029	0.7777916	0.7905012	1.248073	0.8359041	1.084045	1.257035	0.5959257	0.9965794	1.420323	0.9818926	1.538321	1.079953	0.9045888	0.6800486	0.981809	1.117526	1.913967	1.052152	1.033321	0.9069334	0.8685793	1.095687	1.199512	1.277084	1.065917	0.7905012	1.14398	1.055238	1.326205	1.134938	1.145635	0.961048	0.9387832	1.84679	0.5373898	0.9553465
"hsa_miR_10a_5p"	1.282443	1.086331	1.499434	0.9933316	1.66293	1.295444	1.266243	1.175459	2.347004	1.102146	1.262635	1.123664	1.601023	1.256818	1.044945	1.66293	1.724207	1.299576	1.260075	0.919521	2.914753	1.242275	1.198219	1.41291	2.019705	1.123249	1.040083	1.583385	1.317586	0.8161848	1.48444	1.28479	2.924784	1.398427	1.154323	1.430863	1.37586	1.303716	1.546357
"hsa_miR_10a_3p"	0.6216095	0.9175758	0.8093503	0.7732704	0.8815947	0.8362005	0.9435549	1.090833	1.208109	0.8867756	0.6619141	0.8098068	1.000243	0.9872262	0.8631171	1.040878	0.7711421	0.8788859	1.333825	0.9978356	1.24373	0.8835018	1.152109	0.824613	0.7355514	0.6100396	0.8783433	0.6973929	1.161469	0.724156	0.937004	0.6062219	0.9783776	0.5978553	1.036089	0.9628479	0.4404092	0.7095924	1.025144
"hsa_miR_10b_5p"	1.138734	1.112992	2.287723	1.070614	0.9410923	1.351489	1.117437	1.02692	1.951714	0.8315421	1.945756	1.032824	0.8406751	1.053255	0.8350506	1.66293	1.032348	1.059299	1.426305	1.116069	2.698009	1.446835	1.108414	1.162897	1.906961	0.9516673	0.9103947	1.446131	0.6807716	1.043165	1.26227	0.837171	1.679834	1.266396	0.7376333	1.081895	0.8291974	0.9956224	1.167221
"hsa_miR_10b_3p"	1.078432	1.188224	1.377533	1.210932	0.9770188	0.9813828	1.328149	0.9589525	0.9574208	0.9440142	1.11552	0.609477	1.016948	0.8166132	1.092602	0.936236	1.136875	1.31965	0.7548039	1.724955	0.8313717	0.7362209	0.8466668	0.9728336	0.892597	1.182274	0.9766502	0.9274057	1.00507	1.189465	0.8870966	0.990264	1.111008	0.9277373	1.061083	1.214357	0.8811041	0.8867569	0.7761866
"hsa_miR_34a_5p"	6.156801	4.715502	8.113865	7.508156	6.650441	8.30318	6.989456	7.60562	7.84511	6.048202	6.586925	6.570396	5.438133	7.354107	6.420223	7.125378	7.938366	6.616879	4.977685	8.105628	7.214591	6.912291	6.375199	4.949019	7.460522	7.112083	6.98239	7.258132	4.987391	7.862679	7.896602	6.87439	7.19423	5.332324	3.06543	5.767895	7.500706	4.427234	6.631113
"hsa_miR_34a_3p"	1.54149	1.500952	2.844798	2.013563	1.426662	1.728639	1.527471	1.918794	2.254076	1.500952	1.945756	1.273673	1.065505	2.124848	0.7846538	1.812938	3.354031	2.024378	0.6511498	3.367168	2.359825	0.7475658	1.534771	1.179187	2.137035	3.17286	0.7589319	1.869009	0.8395121	3.200827	2.110856	0.9371278	2.252886	0.7773657	1.828343	2.233356	1.208634	0.8981605	1.183983
"hsa_miR_181a_5p"	13.83595	14.02745	14.10538	13.28537	13.65869	13.7114	13.96238	14.27004	13.89345	14.00471	13.98833	13.77623	13.31869	14.13909	13.72808	13.72898	13.4125	14.03366	12.44824	13.52278	13.55902	13.73782	14.0074	14.0205	13.32955	13.82816	13.6506	13.57068	14.33775	13.79871	14.78256	13.639	14.34647	13.05423	13.27181	12.85904	12.50202	12.4532	13.48711
"hsa_miR_181a_2_3p"	6.854578	7.573405	7.694623	5.785705	6.708571	7.147481	7.553891	7.67693	8.237089	8.329781	6.486591	6.007397	5.634641	7.070495	5.848569	7.102139	5.764352	7.336933	4.397577	7.456594	6.080079	8.132337	7.197074	7.11022	5.819534	6.906895	6.774877	6.924784	6.006355	6.539455	8.047969	6.740583	7.825543	6.288785	6.450451	6.995741	6.473068	5.899433	6.620812
"hsa_miR_181b_5p"	12.28336	13.25606	12.84635	11.54289	12.28591	12.71984	13.13868	12.9526	13.33122	12.96941	13.36208	12.56038	12.09152	13.11481	12.75841	12.71714	11.4887	12.76623	10.80857	12.22876	12.07661	13.22569	12.97605	12.6151	12.3165	12.56578	12.43312	12.33831	12.74758	12.65238	12.87418	12.23475	13.07273	11.77299	11.7796	11.58557	11.83076	11.66898	11.93868
"hsa_miR_181b_3p"	1.197486	1.197928	0.7561631	0.741012	0.7281727	1.852762	1.195255	1.236994	0.8087237	1.306799	1.552516	0.953328	1.075445	0.5953808	0.8489584	1.075445	1.4557	0.7468938	1.274208	0.8160375	0.7357962	0.6656721	0.9388385	0.9004844	1.094756	0.9915184	1.70278	0.8884202	0.7408863	0.6120595	1.201196	1.112162	0.5344265	0.6377063	1.528265	0.6909386	0.8001164	0.9151546	0.8902286
